DATE,deathrate,nonfarm labor share,deliquency rate of comm and ind loans,civ unemply rate,M1V,births,aaa,baa,tr10 ,caputz index,GPDI,NFB R output ph,OUTMS,IMPGSC,EXPGSC,GDPIC,real GPDI fixed equip,chng real priv inventories,RGDP,IP index,NROU,CAPUTL,LLBAC,population,DPIC96,IRLTLT01USQ156N,DPSACBQ158SBOG,RSAHORUSQ156S,PINCOME,CP,LES1252881600Q,A067RP1Q027SBEA,MABMM301USQ657S,USAGFCFQDSMEI,SPASTT01USQ661N,HOHWMN02USQ065S,LRAC25MAUSQ156S,ULQELP01USQ657S,LCULMN01USQ661S,IRSTCI01USQ156N,PITGCG01USQ661N,PRMNTO01USQ657S,USAPROINDQISMEI,CSINFT02USQ460S,LFEAAGTTUSQ647S,IRSTFR01USQ156N,LFWA24TTUSQ647S,LRIN25MAUSQ156S,PRS84006173,PRS88003173,LREM64TTUSQ156S,PRS30006013,WASCUR,DRIWCIL
1/1/95,2.8,107.471,2.12,5.525824118,6.55,3.4,8.28,8.876666667,7.483333333,84.5348,1327.586,65.812,79.242,1102.003,944.76,1546.548,22,85,10543.644,73.3775,5.420172,84.5348,12.1,265388,7656.201,7.483333333,2,64.4,6181.217,467.603,313,5.5,0.148213312,3.93344E+11,25.82185097,41.66666667,91.93333333,0.034035507,93.48642919,5.98,60.90360463,1.072521858,70.47978812,4.1,3578711.882,5.98,32457697.96,8.131720841,107.916,109.756,72.65019025,144.55,3358.102,16.1
4/1/95,2.9,107.391,2.1,5.745052136,6.614,3.3,7.66,8.233333333,6.62,83.9221,1303.988,66.131,79.195,1112.469,958.011,1514.426,-0.6,48.502,10575.1,73.6106,5.40945149,83.9221,11.4,266142,7677.91,6.62,3.7,64.7,6250.73,491.19,314,3.5,0.944296981,3.95156E+11,27.91683381,41.1,91.73333333,0.474859809,94.06112172,6,61.50709509,0.173906175,70.70368289,4.033333333,3473448.935,6,32364666.67,8.225924114,107.884,109.675,72.48647575,144.509,3395.188,18.5
7/1/95,2.9,107.646,2.07,5.716695634,6.714,3.3,7.433333333,8.053333333,6.323333333,83.7571,1303.248,66.119,79.612,1116.291,999.47,1505.399,0.7,11.031,10665.06,74.2851,5.399091,83.7571,10.9,267000,7748.26,6.323333333,7.9,64.8,6329.264,498.739,317,5.4,1.761206171,3.9976E+11,29.99407719,41.16666667,91.43333333,0.605003997,94.45389049,5.8,61.62126896,0.763115596,71.35148253,3.9,3356812.297,5.8,32350282.03,8.550098589,107.979,108.837,72.50591282,144.093,3438.905,7
10/1/95,3,107.659,2.07,5.624056349,6.86,3.4,6.986666667,7.64,5.893333333,83.4625,1335.135,66.488,80.303,1130.558,1013.737,1542.785,11.8,17.74,10737.478,74.9223,5.38905,83.4625,6,267820,7793.543,5.893333333,3.1,65.1,6404.29,505.677,313,4.2,0.969466004,4.05744E+11,31.59899538,41.13333333,91.3,0.447739934,94.18613601,5.6,61.8496167,1.06989485,71.96358324,3.466666667,3382241.425,5.6,32313065.44,8.740039829,107.822,108.838,72.48131172,144.117,3479.893,5.5
1/1/96,3,107.818,2.06,5.609201496,7.016,3.5,7.05,7.71,5.91,82.9378,1355.353,66.91,80.463,1167.309,1025.937,1567.56,10.4,2.39,10817.896,75.4272,5.379276,82.9378,10.4,268487,7867.34,5.91,5.4,65.3,6520.965,524.958,312,6.2,1.2326472,4.16322E+11,33.7501146,40.7,91.56666667,0.491605336,93.56013164,5.31,62.32262274,0.481628995,72.4485445,3.9,3494395.972,5.31,32300162.32,8.44957482,107.728,108.522,72.49066214,144.256,3524.438,5.4
4/1/96,2.9,107.344,2.06,5.539475929,7.18,3.4,7.61,8.296666667,6.72,83.5735,1418.388,67.555,82.187,1193.433,1042.609,1642.882,12.2,34.803,10998.322,77.0464,5.36970949,83.5735,9,269251,7939.476,6.72,4.8,65.4,6649.846,526.924,312,6.5,1.211272473,4.26405E+11,35.01273339,41.36666667,91.6,1.073684684,93.12444752,5.27,63.28494536,2.416485364,74.00380154,4.466666667,3447531.384,5.27,32263289.53,8.338307623,107.062,108.654,72.69438033,144.06,3589.95,-4
7/1/96,2.9,107.395,2.01,5.333515819,7.369,3.5,7.59,8.293333333,6.78,83.4937,1474.35,67.801,83.532,1232.127,1051.035,1717.51,17,76.867,11096.976,78.0451,5.36029244,83.4937,6,270128,8003.765,6.78,4.6,65.4,6725.853,522.644,314,5.1,0.942506222,4.36075E+11,35.0262135,41.5,91.9,0.152800894,92.28013462,5.3,63.72533029,1.878270435,74.96309442,4.2,3431933.755,5.3,32330847.63,8.089663305,107.444,108.788,73.06098315,143.979,3647.237,-6.1
10/1/96,2.9,107.371,1.95,5.349826794,7.623,3.6,7.23,7.916666667,6.343333333,83.4721,1480.128,67.857,84.497,1256.429,1116.555,1715.245,5,44.803,11212.205,79.1401,5.35097361,83.4721,10.2,270991,8046.395,6.343333333,8.9,65.4,6817.457,534.89,313,5,1.352939082,4.42413E+11,38.09064866,41.53333333,91.96666667,0.546785358,91.73156447,5.29,64.18202577,1.469141493,76.01485236,3.966666667,3418225.288,5.29,32484862.73,8.093768292,107.356,108.513,73.1955047,144.354,3704.252,-3.8
1/1/97,3,108.202,1.9,5.297524346,7.761,3.5,7.426666667,8.07,6.563333333,83.8233,1522.404,67.716,86.138,1310.096,1137.768,1749.879,8.1,37.241,11284.587,80.6514,5.341696,83.8233,9,271709,8123.032,6.563333333,7.3,65.5,6939.356,546.764,313,5.7,1.366494538,4.47994E+11,40.89533955,41.6,91.86666667,0.132262519,90.58311234,5.39,63.93736748,2.268132048,77.46647041,3.8,3387234.059,5.39,32749323.91,8.156160755,108.083,108.689,73.16426513,144.721,3776.357,-2
4/1/97,2.9,107.241,1.81,5.046185602,8.002,3.5,7.573333333,8.186666667,6.696666667,83.7094,1590.218,68.718,87.284,1354.068,1183.253,1856.956,13.9,144.615,11472.137,81.8036,5.33240938,83.7094,9.7,272487,8195.02,6.696666667,6.8,65.7,7022.275,565.264,314,4.6,1.132346826,4.56454E+11,42.63060849,41.7,91.66666667,0.998610796,90.25564955,5.56,63.57853531,1.707041454,78.57316949,3.633333333,3454948.766,5.56,32700356.65,8.243801082,107.34,108.637,73.42411024,145.096,3835.645,0
7/1/97,2.9,107.045,1.72,4.911541108,8.102,3.4,7.17,7.756666667,6.243333333,84.1827,1625.251,69.291,89.097,1403.959,1210.66,1882.955,23.2,96.051,11615.636,83.6807,5.32308054,84.1827,9.6,273391,8291.452,6.243333333,10.3,65.8,7135.314,587.262,314,5.9,1.560853586,4.72195E+11,47.9378593,41.66666667,91.93333333,0.775052042,89.57086981,5.54,63.69270918,2.526070789,80.37614194,3.4,3402180.414,5.54,32832925.46,8.047805441,107.153,108.165,73.6904302,145.397,3902.961,8.3
10/1/97,3.1,108.191,1.7,4.706006529,8.195,3.3,6.876666667,7.436666667,5.906666667,84.6988,1644.529,69.641,91.125,1434.248,1208.974,1911.048,-0.9,103.78,11715.393,85.7787,5.31369,84.6988,5.9,274246,8413.567,5.906666667,7.9,65.8,7273.02,589.208,314,7.4,1.568075038,4.74637E+11,49.38294583,41.86666667,91.8,0.431171702,89.88153963,5.5,63.64377752,2.744974221,82.39129093,3.333333333,3361651.1,5.5,32959583.63,8.227042844,108.387,109.076,73.74408272,146.523,3992.413,10
1/1/98,3.1,109.31,1.81,4.721931294,8.238,3.6,6.666666667,7.253333333,5.586666667,84.0025,1712.324,70.051,92.036,1488.026,1214.634,1994.375,22.6,156.204,11832.486,86.7428,5.304222,84.0025,10.9,274950,8590.692,5.586666667,7.4,66,7434.561,514.609,319,8.7,1.822077534,4.84616E+11,52.71677922,41.73333333,91.9,0.784278712,89.97016917,5.49,62.73038656,1.492217678,83.31728615,2.766666667,3256318.879,5.49,33019193.45,8.196573442,109.507,110.649,73.75702404,147.036,4074.893,0
4/1/98,2.8,110.011,1.73,4.474598128,8.326,3.7,6.636666667,7.253333333,5.596666667,82.974,1695.773,70.444,92.03,1522.131,1201.227,1982.058,12.2,56.467,11942.032,87.3271,5.294664,82.974,9.2,275703,8708.815,5.596666667,6.5,66.1,7561.053,512.233,319,6.4,1.871034044,4.99875E+11,56.85256537,41.36666667,91.73333333,0.559040019,91.28375211,5.56,63.04028707,0.532482084,83.87851187,3,3382446.388,5.56,33139906.16,8.202824811,110.31,110.983,73.84751606,147.354,4145.492,4
7/1/98,3,109.977,1.77,4.572529407,8.469,3.4,6.49,7.126666667,5.203333333,82.172,1741.623,71.387,92.429,1542.697,1195.642,2033.015,6.2,71.24,12091.614,87.9728,5.285001,82.172,7,276564,8796.547,5.203333333,4.2,66.6,7668.149,507.761,321,5.4,1.696557246,5.10846E+11,53.87644142,41.36666667,91.76666667,1.014766656,91.52165243,5.51,63.2360137,0.814228172,84.49874489,2.833333333,3488740.761,5.51,33312816.1,8.208927803,110.227,110.866,73.83006073,146.091,4217.415,9.8
10/1/98,3,109.833,1.87,4.427564749,8.511,3.3,6.333333333,7.25,4.67,82.1199,1796.964,71.939,94.061,1592.678,1239.885,2095.76,19,83.486,12287,89.2394,5.275233,82.1199,9.9,277400,8866.183,4.67,7.9,66.5,7762.884,490.487,328,4.3,2.593312811,5.21617E+11,54.52350678,41.43333333,91.83333333,1.058740472,91.02999177,4.68,63.31756647,1.941103711,85.71529425,2.7,3376548.926,4.68,33464614.39,8.111384641,110.026,111.597,73.94054554,146.148,4288.664,5.8
1/1/99,3.1,110.086,1.97,4.34039574,8.584,3.4,6.42,7.403333333,4.983333333,81.9166,1853.063,72.894,95.192,1633.882,1238.297,2153.308,12.3,118.042,12403.293,90.2266,5.265363,81.9166,2,278103,8946.329,4.983333333,3.5,66.7,7850.9,523.039,324,4.7,1.77035292,5.31684E+11,59.01667601,41.33333333,92.16666667,0.453172327,90.96655168,4.81,63.30125591,1.257269087,86.66354128,2.966666667,3257731.837,4.81,33844030.49,8.000594397,110.356,111.599,73.97945279,144.916,4365.671,13.5
4/1/99,3.1,109.941,2,4.29061745,8.645,3.5,6.933333333,7.74,5.54,81.7053,1848.341,73.085,96.076,1680.016,1250.066,2154.652,15,50.042,12498.694,91.0929,5.25539446,81.7053,3.4,278864,8966.479,5.54,2.2,66.7,7920.415,537.853,329,3.1,1.456793847,5.43936E+11,62.48504246,41.33333333,91.76666667,0.563905724,90.63815595,4.76,64.14940466,1.103024978,87.49563068,3.1,3364718.747,4.76,33971489.43,8.189916672,110.39,111.489,73.90115093,144.354,4409.691,14.5
7/1/99,3.1,109.595,2.06,4.271152097,8.816,3.3,7.326666667,8.1,5.883333333,81.5134,1893.735,73.77,96.499,1741.984,1286.473,2213.773,14.3,62.396,12662.385,91.9045,5.24533367,81.5134,7.1,279751,9027.647,5.883333333,2.7,66.8,8028.811,536.775,330,5,1.492359831,5.55815E+11,61.98427912,41.43333333,91.5,1.039648639,91.55057364,5.22,65.22590116,0.791679735,88.2751482,3.133333333,3257125.059,5.22,34059765.49,8.454176858,110.085,112.099,73.88317063,144.476,4473.016,7.5
10/1/99,3,109.594,1.99,4.105619807,8.902,3.6,7.486666667,8.24,6.14,82.062,1953.097,74.898,98.073,1784.003,1318.222,2273.095,-2.6,119.213,12877.593,93.5314,5.23518467,82.062,9.5,280592,9163.237,6.14,7.7,66.9,8207.349,556.245,335,8.7,1.362770943,5.63286E+11,61.77666658,41.4,91.53333333,1.166127086,91.20818377,5.3,65.74783885,2.096010246,89.83783317,3.466666667,3260714.402,5.3,34166946.77,8.375778255,110.077,112.681,74.02747173,143.799,4583.644,7.8
1/1/00,3.1,113.185,2.11,4.08922536,8.989,3.6,7.713333333,8.33,6.48,82.0312,1950.65,74.822,98.725,1853.884,1337.203,2257.109,19.3,21.381,12924.179,94.4765,5.224948,82.0312,11.3,281304,9338.676,6.48,7.7,67.1,8457.24,527.574,334,11.5,1.558289566,5.80912E+11,61.47152293,41.46666667,92.06666667,-1.36040527,94.03220051,5.85,66.26977655,1.106955091,90.74557871,3.6,2655631.65,5.85,34138337.88,8.164447304,113.554,113.642,74.24773546,143.873,4752.288,3.8
4/1/00,3,110.834,2.24,3.985153792,9.251,3.4,7.766666667,8.593333333,6.176666667,82.1862,2075.786,76.269,99.534,1911.437,1375.203,2390.733,15.6,123.586,13160.842,95.6199,5.214622,82.1862,12,282002,9441.947,6.176666667,7.9,67.3,8591.771,519.811,334,6.4,1.678783309,5.9279E+11,63.89603157,41.36666667,91.63333333,1.587760336,92.36503238,6.53,67.36258359,1.188108525,91.8437933,3.466666667,2480431.96,6.53,34158967.7,8.29229272,111.121,113.368,74.26804114,144.737,4779.984,-3.7
7/1/00,3.3,112.335,2.33,4.056634084,9.372,3.5,7.606666667,8.32,5.893333333,81.3034,2059.969,76.29,99.089,1978.137,1408.783,2367.274,1.4,87.319,13178.419,95.527,5.204211,81.3034,7.9,282769,9551.586,5.893333333,8.8,67.5,8740.968,513.298,335,7.3,1.176034365,5.97235E+11,65.58514244,41.2,91.43333333,0.317669601,94.18520307,6.52,68.12917958,-0.103628028,91.75452994,3.633333333,2414750.435,6.52,34248618.73,8.492555474,112.699,114.321,73.86608442,143.987,4872.258,1.9
10/1/00,3.2,111.378,2.52,3.950719099,9.549,3.3,7.403333333,8.213333333,5.566666667,80.3557,2067.227,77.084,98.296,1977.75,1396.844,2371.809,-0.7,82.297,13260.506,95.3257,5.193731,80.3557,5.4,283518,9585.722,5.566666667,4.6,67.5,8820.424,491.81,334,3.7,1.476984352,6.01777E+11,63.95425524,40.86666667,91.4,0.149598812,93.62730349,6.4,68.71635948,-0.599420934,91.56127543,3.766666667,2340215.073,6.4,34381488.13,8.517290597,111.695,115.157,73.97319193,143.351,4898.928,1.8
1/1/01,3.3,113.863,2.65,4.294454399,9.501,3.4,7.076666667,7.88,5.05,78.5562,1971.333,76.75,96.649,1946.136,1376.171,2264.202,-3,-45.577,13222.69,94.0682,5.18319655,78.5562,6.3,284169,9672.587,5.05,9.8,67.6,8983.971,528.836,333,6.5,2.632278287,6.0071E+11,62.78694085,40.53333333,91.6,-0.562476339,94.45948814,5.31,69.51557658,-1.539768276,90.35343469,3.433333333,2372268.15,5.31,34583081.69,8.565986247,114.227,114.847,73.90915411,141.916,4980.138,-5.6
4/1/01,3.3,111.97,2.94,4.491558156,9.458,3.4,7.223333333,8.036666667,5.27,76.8863,1973.033,78.043,95.189,1886.626,1330.818,2267.433,-15.6,-2.722,13299.984,92.8813,5.17261362,76.8863,4.2,284838,9655.692,5.27,9.3,67.8,9013.575,551.684,336,1.2,2.524266688,6.00878E+11,62.13296257,40.36666667,91.36666667,1.051445452,94.18427012,3.97,70.24955146,-1.320492087,89.21330988,3.866666667,2255557.5,3.97,34724146.29,8.62637071,112.421,114.296,73.36324207,138.965,4962.191,0
7/1/01,3.4,111.333,3.26,4.867656321,9.096,3.4,7.109416633,7.948780903,4.98,75.2413,1944.909,78.493,93.613,1848.983,1265.968,2218.37,-10,-46.692,13244.784,91.6006,5.161983,75.2413,1.1,285584,9878.479,4.98,9,67.9,9000.793,505.61,338,9.8,2.243880326,5.94627E+11,58.4199469,40.36666667,91.13333333,-0.146502638,93.97249219,3.07,69.43402381,-1.476207898,87.98321734,3.1,2318248.982,3.07,34919666.38,8.822964254,111.753,114.396,72.83015686,136.119,4936.768,0
10/1/01,3.2,110.728,3.48,5.591812428,9.086,3.2,6.922227273,7.92274641,4.77,73.9597,1850.091,79.463,92.745,1823.051,1225.899,2108.5,-1.6,-117.863,13280.859,90.6416,5.151313,73.9597,0,286311,9753.641,4.77,7.1,67.9,9024.027,489.453,340,-4.7,2.294074801,5.88794E+11,56.59628158,40.13333333,91.16666667,0.635742349,93.4780327,1.82,67.73772631,-0.955247429,87.06212071,1.5,2273172.713,1.82,35087941.52,8.780521527,111.186,114.931,72.34209315,132.23,4938.592,-7.1
1/1/02,3.1,108.936,3.69,5.801610465,9.055,3.4,6.621862573,7.955350043,5.076666667,74.1121,1912.659,81.177,93.81,1876.715,1252.821,2170.707,-9,-7.804,13397.002,91.3109,5.14061546,74.1121,-0.4,286935,9973.508,5.076666667,8.2,67.9,9057.799,538.088,341,10.1,1.744196846,5.86771E+11,57.84076965,40.3,91.23333333,0.963704285,91.29401447,1.73,67.46044691,0.898266325,87.70498974,2.566666667,2388106.257,1.73,35208255.58,8.704192534,109.509,112.661,72.17405207,129.629,4946.196,-5.7
4/1/02,3,109.215,3.92,5.915815504,9.155,3.5,6.71418182,8.023484847,5.1,75.0039,1933.282,81.308,95.332,1939.905,1287.83,2206.375,-1.9,33.121,13478.152,92.7305,5.129905,75.0039,1.1,287574,10041.029,5.1,2.6,67.8,9148.834,596.152,339,5.9,0.799031182,5.87641E+11,56.37315848,40.63333333,91.16666667,0.417838241,90.53833111,1.75,68.16180069,1.427090686,89.06852907,3.066666667,2266795.975,1.75,35271482.82,8.869168513,109.809,112.324,71.92170437,127.778,4998.464,0
7/1/02,2.9,108.67,3.88,5.781607009,9.205,3.3,6.351045453,7.625181817,4.26,75.3277,1933.197,81.943,96.103,1964.336,1294.531,2203.109,3.9,28.665,13538.072,93.275,5.119209,75.3277,6.8,288303,10032.274,4.26,7.5,67.9,9174.425,652.139,337,1.6,1.890278138,5.88708E+11,47.90896627,40.46666667,91.03333333,0.116622603,89.51209443,1.75,68.37383787,0.764436205,89.59152651,2.8,2263619.836,1.75,35402521.32,9.018671177,109.103,111.733,71.89175605,126.857,5012.989,5.6
10/1/02,3,108.635,3.88,5.938161781,9.14,3.3,6.28080656,7.599858737,4.006666667,75.3119,1942.531,81.878,96.031,1996.77,1273.374,2201.749,-7.4,43.398,13559.032,93.2544,5.10856152,75.3119,14.2,289007,10091.837,4.006666667,10.2,68.2,9254.791,725.113,336,4.3,2.053114334,5.91E+11,46.9807904,40.4,90.73333333,0.268425305,89.33017066,1.24,68.76529114,-0.076472549,89.57167598,2.7,2351597.437,1.24,35495091.92,9.259931708,109.018,110.437,71.66591069,125.34,5027.539,5.6
1/1/03,2.9,107.794,3.65,5.955891784,9.056,3.3,6.00352548,7.11783626,3.92,75.8529,1960.221,82.728,96.515,1986.631,1274.663,2218.685,1.5,39.873,13634.253,93.8363,5.09799,75.8529,11.5,289609,10115.57,3.92,6,68.1,9315.093,721.524,335,3.8,1.645445414,5.97813E+11,45.32380401,40.33333333,90.36666667,-0.025146146,88.35524582,1.25,70.49420975,0.512423939,90.1306285,3.233333333,2277506.75,1.25,35666804.01,9.512554963,108.178,110.145,71.50057,123.905,5027.428,5.3
4/1/03,2.9,108.153,3.56,6.225613254,8.932,3.2,5.30936508,6.473809523,3.62,75.3738,1972.386,83.812,95.931,2014.711,1272.771,2233.997,16.7,-9.223,13751.543,93.1351,5.087525,75.3738,8.7,290253,10238.864,3.62,8.2,68.2,9417.79,723.377,338,5.1,1.983240702,6.09291E+11,49.42915045,40.23333333,90.66666667,0.705411052,89.10999624,1.22,70.54314141,-0.561599832,89.4570872,2.566666667,2178956.687,1.22,35873962.84,9.397584513,108.423,110.146,71.28026093,121.712,5101.787,3.7
7/1/03,2.9,107.083,3.27,6.148407778,8.941,3.2,5.695995673,6.806089467,4.233333333,75.9427,2044.304,85.692,96.452,2048.029,1308.173,2315.399,13.7,2.8,13985.073,93.7526,5.077202,75.9427,6.9,290974,10411.87,4.233333333,9.8,68.3,9542.255,763.915,337,9.6,2.028128308,6.28234E+11,52.73784721,40.26666667,90.66666667,1.780776769,88.78160051,1.01,71.34235851,0.611801051,90.05029788,2.833333333,2300888.245,1.01,36015616.29,9.449732137,107.329,109.512,70.9844064,120.277,5169.149,14.5
10/1/03,2.9,107.272,2.85,5.938602249,9.046,3.3,5.655202017,6.662289563,4.286666667,76.7304,2131.311,86.493,97.27,2110.835,1364.446,2393.402,7.2,46.178,14145.645,94.6693,5.06705856,76.7304,-5.9,291669,10439.301,4.286666667,-0.1,68.5,9675.051,816.612,337,2.9,-0.091128678,6.41845E+11,56.61919642,40.73333333,90.7,0.614895794,90.52806874,0.98,71.92953841,1.091581568,90.93076495,3,2358800.444,0.98,36037831.81,9.353794739,107.451,109.489,71.09187834,119.78,5256.502,14.3
1/1/04,2.9,106.369,2.57,5.776961979,9.039,3.3,5.454059497,6.27387033,4.02,77.3093,2154.052,86.214,97.511,2178.471,1401.605,2398.151,-5,58.73,14221.147,95.334,5.057126,77.3093,2.5,292237,10487.376,4.02,9.8,68.7,9777.933,928.229,337,5.3,0.771454004,6.45587E+11,61.81827377,40.93333333,90.43333333,0.376945763,88.72562396,1,72.51671832,0.651041622,91.56921564,3.066666667,2188141.172,1,36256129.24,9.528557154,106.336,107.891,71.16788324,119.698,5275.192,11.3
4/1/04,2.9,106.817,2.3,5.651858738,9.062,3.2,5.927738093,6.663285713,4.6,77.7898,2262.607,87.039,97.991,2267.146,1423.19,2493.945,18.2,97.695,14329.523,95.879,5.04743242,77.7898,12.1,292875,10607.55,4.6,14.6,69.4,9953.591,967.703,341,7.6,2.123251071,6.67972E+11,60.96649111,40.86666667,90.43333333,0.462478558,89.89273494,1.03,74.19670527,0.825654887,92.09269333,3.966666667,2268296.997,1.03,36433375.75,9.57901302,106.796,107.514,71.14742139,119.592,5381.378,17
